symbol,entry_time,partial_time,direction,adx_start,adx_partial,vol_start,vol_partial,time_to_partial_hours,ema_dist_ratio,outcome
AUDUSD,2025-05-19 11:00:00,2025-05-19 17:00:00,BUY,18.326015343285693,21.947075900419613,1.1310441309051469,1.0531095106324757,6.0,3.0465124605531058,0
AUDUSD,2025-05-20 08:00:00,2025-05-20 15:00:00,SELL,20.568832691952824,32.3015891097701,1.2394907558203057,1.1339430234337302,7.0,3.8121095024518956,0
AUDUSD,2025-05-21 04:00:00,2025-05-21 18:00:00,BUY,29.332684173851042,25.673496234386903,1.2775455092007635,0.9314045541276974,14.0,3.7522754050545117,0
AUDUSD,2025-05-23 07:00:00,2025-05-23 10:00:00,BUY,17.43120992926069,20.205918118183902,1.0366913002669615,1.1624240573063562,3.0,3.397529272015391,0
AUDUSD,2025-05-26 01:00:00,2025-05-26 04:00:00,BUY,24.02822732431736,26.507496442528677,1.4305123130299333,1.5770258632556136,3.0,6.748008519249601,0
AUDUSD,2025-05-27 11:00:00,2025-05-28 16:00:00,SELL,18.70699524378444,27.420195623266334,1.044892440902286,1.2541813203499697,29.0,3.2164788457622575,0
AUDUSD,2025-05-28 01:00:00,2025-05-28 16:00:00,SELL,24.30054145478142,27.420195623266334,1.1303329916239238,1.2541813203499697,15.0,3.939425589486462,0
AUDUSD,2025-05-30 09:00:00,2025-05-30 10:00:00,SELL,17.645292036558796,18.500596628942077,1.4584805661206606,1.3778761148103926,1.0,2.7106177144058834,0
AUDUSD,2025-06-02 05:00:00,2025-06-02 17:00:00,BUY,15.807455713314924,29.968227161805057,1.3539080026302424,1.2716414492817782,12.0,3.7186481811263734,0
AUDUSD,2025-06-03 06:00:00,2025-06-04 17:00:00,BUY,25.732825274517868,17.958013307673912,1.3054571967484134,0.9779382279023882,35.0,3.9387456768886135,1
