symbol,entry_time,partial_time,direction,hour,adx_partial,rsi_partial,vol_partial,ema_9_slope,ema_15_slope,dist_ema200,max_mfe_r
AUDUSD,2025-05-20 08:00:00,2025-05-20 15:00:00,SELL,15,32.3015891097701,17.366601233551208,1.1339430234337302,-1.3068251208300272,-1.0735537306573983,3.8121095024518956,1.9887850467289714
AUDUSD,2025-05-21 04:00:00,2025-05-21 18:00:00,BUY,18,25.673496234386903,76.15114044145224,0.9314045541276974,0.7369787199524168,0.5782043290847617,3.7522754050545117,1.5152590489708948
AUDUSD,2025-05-23 07:00:00,2025-05-23 10:00:00,BUY,10,20.205918118183902,79.81910881513184,1.1624240573063562,1.1315253546380357,0.825089615915622,3.397529272015391,2.5219560878243734
AUDUSD,2025-05-26 01:00:00,2025-05-26 04:00:00,BUY,4,26.507496442528677,87.94132375723187,1.5770258632556136,0.9758489730849462,0.8740931100038294,6.748008519249601,1.7283950617283836
AUDUSD,2025-05-27 11:00:00,2025-05-28 16:00:00,SELL,16,27.420195623266334,35.37410754783129,1.2541813203499697,-0.7906835920983089,-0.5471848324343402,3.2164788457622575,1.7939471989697235
AUDUSD,2025-05-28 01:00:00,2025-05-28 16:00:00,SELL,16,27.420195623266334,35.37410754783129,1.2541813203499697,-0.9684003300699412,-0.6701719595982165,3.939425589486462,1.98738170347001
AUDUSD,2025-05-30 09:00:00,2025-05-30 10:00:00,SELL,10,18.500596628942077,27.089724573350637,1.3778761148103926,-0.528454820683521,-0.4097024402603102,2.7106177144058834,1.4284638554216502
AUDUSD,2025-06-02 05:00:00,2025-06-02 17:00:00,BUY,17,29.968227161805057,73.33321732598364,1.2716414492817782,0.576293540746782,0.5644008354595051,3.7186481811263734,1.5567595459236585
AUDUSD,2025-06-03 06:00:00,2025-06-04 17:00:00,BUY,17,17.958013307673912,74.01185195617556,0.9779382279023882,0.9888624757300308,0.7359713199988742,3.9387456768886135,3.462789243277072
AUDUSD,2025-06-04 17:00:00,2025-06-05 15:00:00,BUY,15,26.194465774815562,69.13932226253628,0.8782609031042194,0.5664634524489229,0.45776540628590007,4.496284186925488,2.154491017964094
AUDUSD,2025-06-05 01:00:00,2025-06-05 12:00:00,BUY,12,22.646142212198324,62.73368657962449,0.8975867656958414,0.6784392444767026,0.4910061838649214,5.06446022800807,2.70881226053642
AUDUSD,2025-06-09 09:00:00,2025-06-09 11:00:00,BUY,11,20.458072596082722,80.12025669004356,0.7266143157264457,0.9333373917566191,0.7585848723195009,6.439756785020107,1.2150943396226168
AUDUSD,2025-06-16 10:00:00,2025-06-16 16:00:00,BUY,16,20.405319738478717,78.92312658376065,1.2351161406479438,1.0282247758935106,0.7936412667571794,3.271772348370042,1.773772204806691
AUDUSD,2025-06-17 03:00:00,2025-06-17 09:00:00,BUY,9,17.175716323915545,43.98859747661105,1.0017618697941655,0.41069584329588155,0.32151920690669705,3.0601103424914005,1.342038216560496
AUDUSD,2025-06-19 05:00:00,2025-06-19 17:00:00,SELL,17,25.028644763919182,28.70809551068527,1.1605664881410216,-0.5614142891416152,-0.5211713882776575,3.3035413651716166,1.1648235913638842
AUDUSD,2025-06-20 01:00:00,2025-06-23 00:00:00,SELL,0,26.745350115998797,16.825371898919812,1.4417007635390775,-1.149878996564575,-0.8952328531192127,5.991678381880767,4.393524283935231
AUDUSD,2025-06-23 02:00:00,2025-06-23 06:00:00,SELL,6,33.97078274763834,23.26465860372086,1.5326796505696432,-1.2537452161740106,-1.0097488935756473,6.287076751821829,2.5098561534363015
AUDUSD,2025-06-24 03:00:00,2025-06-26 02:00:00,BUY,2,23.607090425071995,70.07736727393149,0.7363692384328939,0.31053577886132155,0.24969028254642062,2.084832385056437,3.4531380753137775
AUDUSD,2025-06-25 01:00:00,2025-06-26 02:00:00,BUY,2,23.607090425071995,70.07736727393149,0.7363692384328939,0.4468275204566931,0.3592774083599954,2.9998491272034578,4.3239012642986605
AUDUSD,2025-06-26 01:00:00,2025-06-26 05:00:00,BUY,5,25.0343513207045,77.99097608956194,0.7583088003574457,0.9199897447980183,0.7549106699151332,5.328098074288337,5.245349867139065
AUDUSD,2025-07-01 05:00:00,2025-07-01 10:00:00,BUY,10,18.274206861745927,62.32674895090214,1.1829097349711393,0.5422487012328788,0.4537626542891541,6.403060247326176,1.508867667121443
AUDUSD,2025-07-07 00:00:00,2025-07-07 04:00:00,SELL,4,43.89183604407458,19.43882321772942,0.7917799778623642,-0.9287870068343037,-0.6937611841706823,2.6553917432192677,4.600391772771815
AUDUSD,2025-07-07 04:00:00,2025-07-07 05:00:00,SELL,5,45.839940696057475,19.595904173199443,0.7990740329936314,-1.6329195730942767,-1.1711881053862485,3.8078060524447563,3.9307135470527914
AUDUSD,2025-07-10 07:00:00,2025-07-10 13:00:00,BUY,13,23.53028873435517,78.23619225014981,0.8628155756146022,0.7856395360715137,0.6656636732797707,3.3371282390671886,1.3181427343077947
AUDUSD,2025-07-16 04:00:00,2025-07-16 17:00:00,SELL,17,21.964151188421425,29.97979482552887,0.8380237608617568,-0.6139946622580534,-0.4421902614727745,3.149057422524149,0.8550898203592613
AUDUSD,2025-07-17 04:00:00,2025-07-17 05:00:00,SELL,5,20.21178696636201,31.138246854613655,1.1796238547742455,-1.0050989374503816,-0.6441057048541867,4.431422829996416,2.101398601398622
AUDUSD,2025-07-22 18:00:00,2025-07-23 10:00:00,BUY,10,31.530358938727787,78.16070991380593,0.8168091348396038,0.7016030229999223,0.63314093952156,4.723908276084403,3.7946611909650256
AUDUSD,2025-07-23 01:00:00,2025-07-23 10:00:00,BUY,10,31.530358938727787,78.16070991380593,0.8168091348396038,0.7592903826688011,0.6851991945488849,5.112318512117985,3.951111111111038
AUDUSD,2025-07-24 01:00:00,2025-07-24 08:00:00,BUY,8,51.48962959534647,77.11248599035314,0.7172425023963882,0.8648637901314612,0.758958419836791,8.09668918987289,1.3115241635688064
AUDUSD,2025-07-28 10:00:00,2025-07-28 10:00:00,SELL,10,26.27883187695747,28.555130856446226,1.1540141029965636,-1.536268744782308,-0.9926392014147826,3.8853945920155395,7.837860780984658
AUDUSD,2025-07-29 01:00:00,2025-07-29 14:00:00,SELL,14,36.31404053112066,37.107565077812254,1.2225575629714571,-0.4827185647816152,-0.4184559596664464,5.127518361205958,1.3421052631579466
AUDUSD,2025-07-30 01:00:00,2025-07-30 14:00:00,SELL,14,23.86188347998475,30.27203676725874,0.7923143174494075,-0.9444435748928426,-0.6824659304216414,5.726270180894141,5.209432454036785
AUDUSD,2025-07-31 06:00:00,2025-08-01 00:00:00,SELL,0,38.3588569252635,24.076390182233666,1.0027819044432045,-0.4403825492938477,-0.43251247920061536,7.192235106905639,1.4624413145539987
AUDUSD,2025-08-05 03:00:00,2025-08-05 11:00:00,SELL,11,12.473464709774511,44.07884587107881,0.7154717009729515,-0.38380633346369275,-0.3217272067690938,4.308749614376685,1.3262531860662614
